----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
     time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo 
03-03 22:39:29|  2   1  96   0   0|7544M 2166M 2096k   13G|  23k   23k|   0    12k|   0  4.00 |7133    14k|0.23 0.84 1.36|2.0   0  36|   0     0 |   0     0 | 58  614    0  149   12 
03-03 22:39:30|  4   1  95   0   0|7490M 2220M 2096k   13G|  56k   56k|   0   144k|   0  24.0 |3748  4836 |0.23 0.84 1.36|  0   0  10|   0     0 |   0     0 | 58  614    0  151   12 
03-03 22:39:31|  7   3  89   0   0|7449M 2261M 2096k   13G|  34k   34k|   0  4103k|   0   477 |  13k   22k|0.23 0.84 1.36|1.0   0  87|   0     0 |   0     0 | 58  614    0  152   12 
03-03 22:39:32|  1   0  99   0   0|7451M 2259M 2096k   13G|  19k   19k|   0    11k|   0  4.00 |1856  2650 |0.23 0.84 1.36|  0   0 1.0|   0     0 |   0     0 | 58  614    0  138   12 
03-03 22:39:33|  2   1  98   0   0|7451M 2260M 2096k   13G|  58k   58k|   0   142k|   0  13.0 |2136  2890 |0.23 0.84 1.36|  0   0 4.0|   0     0 |   0     0 | 58  610    0  140   14 
03-03 22:39:34|  1   0  98   0   0|7451M 2260M 2096k   13G|  17k   17k|   0    96k|   0  11.0 |1896  2718 |0.21 0.82 1.35|  0   0 1.0|   0     0 |   0     0 | 58  610    0  142   14 
03-03 22:39:35|  4   2  94   0   0|7451M 2260M 2096k   13G|  15k   15k|   0    11k|   0  4.00 |2861  5308 |0.21 0.82 1.35|1.0   0  42|   0     0 |   0     0 | 58  610    0  144   14 
03-03 22:39:36| 24   9  64   0   0|7453M 2257M 2096k   13G|  18k   18k|   0   592k|   0  92.0 |  23k   40k|0.21 0.82 1.35|  0   0 200|   0     0 |   0     0 | 58  610    0  145   14 
03-03 22:39:37|  2   1  98   0   0|7453M 2257M 2096k   13G|  39k   39k|   0    27k|   0  6.00 |2120  2885 |0.21 0.82 1.35|  0   0 4.0|   0     0 |   0     0 | 58  610    0  147   14 
03-03 22:39:38|  2   0  98   0   0|7453M 2257M 2096k   13G|  44k   45k|   0   108k|   0  3.00 |1936  2607 |0.21 0.82 1.35|1.0   0 1.0|   0     0 |   0     0 | 58  614    0  150   12 
03-03 22:39:39|  3   2  95   0   0|7534M 2177M 2096k   13G|  32k   33k|   0   108k|   0  13.0 |8819    18k|0.27 0.83 1.35|2.0   0  43|   0     0 |   0     0 | 58  614    0  151   12 
03-03 22:39:40|  8   2  90   0   0|7414M 2296M 2096k   13G|  29k   29k|   0   312k|   0  53.0 |6335  8456 |0.27 0.83 1.35|  0   0  46|   0     0 |   0     0 | 58  614    0  147   12 
03-03 22:39:41|  2   0  98   0   0|7414M 2296M 2096k   13G|  33k   33k|   0   113k|   0  11.0 |1834  2676 |0.27 0.83 1.35|  0   0 4.0|   0     0 |   0     0 | 58  614    0  150   12 
03-03 22:39:42|  1   0  98   0   0|7414M 2296M 2096k   13G|  19k   19k|   0   114k|   0  11.0 |1769  2671 |0.27 0.83 1.35|  0   0 1.0|   0     0 |   0     0 | 58  614    0  151   12 
03-03 22:39:43|  1   0  98   0   0|7414M 2296M 2096k   13G|  42k   42k|   0    16k|   0  4.00 |1914  2655 |0.27 0.83 1.35|  0   0 4.0|   0     0 |   0     0 | 58  614    0  156   12 
03-03 22:39:44|  1   0  98   0   0|7415M 2296M 2096k   13G|  16k   16k|   0   112k|   0  11.0 |1860  2587 |0.25 0.81 1.34|  0   0 1.0|   0     0 |   0     0 | 58  614    0  142   12 
03-03 22:39:45|  1   0  98   0   0|7415M 2296M 2096k   13G|  15k   16k|   0    12k|   0  4.00 |1787  2588 |0.25 0.81 1.34|  0   0 6.0|   0     0 |   0     0 | 58  614    0  146   12 
03-03 22:39:46|  2   1  96   0   0|7448M 2263M 2096k   13G|  34k   35k|   0     0 |   0     0 |6365    12k|0.25 0.81 1.34|2.0   0  14|   0     0 |   0     0 | 58  614    0  150   12 
03-03 22:39:47| 10   4  84   0   0|7418M 2292M 2096k   13G|  44k   44k|   0   146k|   0  24.0 |8902    14k|0.25 0.81 1.34|  0   0 168|   0     0 |   0     0 | 58  618    0  157   10 
03-03 22:39:48|  2   0  98   0   0|7418M 2293M 2096k   13G|  27k   27k|   0   110k|   0  7.00 |2012  2920 |0.25 0.81 1.34|  0   0   0|   0     0 |   0     0 | 58  614    0  149   12 
03-03 22:39:49|  3   2  95   0   0|7506M 2204M 2096k   13G|  21k   21k|   0    12k|   0  4.00 |9628    20k|0.23 0.80 1.33|3.0   0  48|   0     0 |   0     0 | 58  614    0  151   12 
03-03 22:39:50|  7   1  91   0   0|7418M 2292M 2096k   13G|  30k   30k|   0   247k|   0  39.0 |6275  8996 |0.23 0.80 1.33|  0   0  37|   0     0 |   0     0 | 58  614    0  155   12 
03-03 22:39:51|  2   0  98   0   0|7418M 2293M 2096k   13G|  34k   34k|   0   113k|   0  11.0 |1836  2684 |0.23 0.80 1.33|  0   0 3.0|   0     0 |   0     0 | 58  614    0  159   12 
03-03 22:39:52|  1   0  98   0   0|7417M 2293M 2096k   13G|  19k   20k|   0   112k|   0  11.0 |1974  2751 |0.23 0.80 1.33|  0   0   0|   0     0 |   0     0 | 58  614    0  154   12 
03-03 22:39:53|  3   0  97   0   0|7417M 2293M 2096k   13G|  99k  100k|   0    94k|   0  12.0 |2261  2920 |0.23 0.80 1.33|  0   0 3.0|   0     0 |   0     0 | 58  618    0  159   10 
03-03 22:39:54|  1   0  98   0   0|7416M 2294M 2096k   13G|  15k   15k|   0  1009k|   0  25.0 |1718  2702 |0.21 0.78 1.33|  0   0 1.0|   0     0 |   0     0 | 58  618    0  164   10 
03-03 22:39:55|  5   1  93   0   0|7416M 2294M 2096k   13G|  14k   14k|   0   119k|   0  21.0 |9049    16k|0.21 0.78 1.33|1.0   0  41|   0     0 |   0     0 | 58  618    0  164   10 
03-03 22:39:56|  3   0  97   0   0|7416M 2294M 2096k   13G| 100k  100k|   0     0 |   0     0 |2106  2755 |0.21 0.78 1.33|  0   0 1.0|   0     0 |   0     0 | 58  622    0  162    8 
03-03 22:39:57|  1   0  98   0   0|7417M 2294M 2096k   13G|  18k   18k|   0    27k|   0  4.00 |1686  2401 |0.21 0.78 1.33|  0   0 4.0|   0     0 |   0     0 | 58  618    0  163   10 
03-03 22:39:58|  1   0  98   0   0|7417M 2294M 2096k   13G|  26k   26k|   0   111k|   0  11.0 |1781  2615 |0.21 0.78 1.33|  0   0 1.0|   0     0 |   0     0 | 58  618    0  165   10 
03-03 22:39:59|  2   1  96   0   0|7468M 2242M 2096k   13G|  12k   12k|   0    12k|   0  4.00 |7181    13k|0.19 0.77 1.32|1.0   0  30|   0     0 |   0     0 | 58  618    0  165   10 
03-03 22:40:00|  3   2  94   0   0|7417M 2293M 2096k   13G|  44k   44k|   0   136k|   0  23.0 |3510  4109 |0.19 0.77 1.32|  0   0  21|   0     0 |   0     0 | 58  618    0  164    9 
03-03 22:40:01|  1   0  98   0   0|7417M 2293M 2096k   13G|  35k   35k|   0  1856k|   0   144 |2054  2877 |0.19 0.77 1.32|  0   0 3.0|   0     0 |   0     0 | 58  618    0  167    9 
03-03 22:40:02|  2   1  98   0   0|7417M 2293M 2096k   13G|  20k   20k|4097B 2071k|1.00   268 |2095  2732 |0.19 0.77 1.32|1.0   0 3.0|   0     0 |   0     0 | 58  618    0  170    9 
03-03 22:40:03|  1   0  98   0   0|7417M 2293M 2096k   13G|  57k   58k|   0    26k|   0  7.00 |2245  3011 |0.19 0.77 1.32|  0   0 3.0|   0     0 |   0     0 | 58  614    0  172   11 
03-03 22:40:04|  1   0  98   0   0|7417M 2293M 2096k   13G|  15k   15k|   0   209k|   0  14.0 |1823  2669 |0.18 0.76 1.31|  0   0   0|   0     0 |   0     0 | 58  614    0  163   11 
03-03 22:40:05| 14   6  80   0   0|7417M 2292M 2096k   13G|  16k   16k|   0   484k|   0  77.0 |  20k   35k|0.18 0.76 1.31|  0   0 170|   0     0 |   0     0 | 58  614    0  164   11 
03-03 22:40:06|  1   1  99   0   0|7417M 2294M 2096k   13G|  17k   17k|   0     0 |   0     0 |1668  2449 |0.18 0.76 1.31|  0   0   0|   0     0 |   0     0 | 58  610    0  169   13 
03-03 22:40:07|  6   2  91   0   0|7414M 2297M 2096k   13G|  69k   69k|   0   256k|   0  36.0 |  11k   18k|0.18 0.76 1.31|2.0   0  52|   0     0 |   0     0 | 58  610    0  170   13 
03-03 22:40:08|  2   0  98   0   0|7414M 2298M 2096k   13G|  44k   44k|   0    13k|   0  2.00 |2022  2759 |0.18 0.76 1.31|  0   0 1.0|   0     0 |   0     0 | 58  614    0  177   11 
03-03 22:40:09|  2   2  96   0   0|7494M 2217M 2096k   13G|  21k   21k|   0   496k|   0  19.0 |7667    18k|0.16 0.75 1.30|1.0   0  39|   0     0 |   0     0 | 58  614    0  168   10 
03-03 22:40:10|  5   2  93   0   0|7452M 2258M 2096k   13G|  29k   29k|   0   188k|   0  31.0 |5245  7664 |0.16 0.75 1.30|  0   0  45|   0     0 |   0     0 | 58  614    0  173   10 
03-03 22:40:11|  1   0  98   0   0|7453M 2258M 2096k   13G|  34k   34k|   0   113k|   0  11.0 |1956  2744 |0.16 0.75 1.30|  0   0 4.0|   0     0 |   0     0 | 58  614    0  173   10 
03-03 22:40:12|  1   0  98   0   0|7453M 2258M 2096k   13G|  21k   21k|   0   261k|   0  34.0 |1731  2635 |0.16 0.75 1.30|1.0   0   0|   0     0 |   0     0 | 58  614    0  175   10 
03-03 22:40:13|  1   0  98   0   0|7453M 2258M 2096k   13G|  42k   42k|   0    15k|   0  4.00 |1879  2729 |0.16 0.75 1.30|  0   0 4.0|   0     0 |   0     0 | 58  614    0  168   10 
03-03 22:40:14|  9   3  88   0   0|7469M 2241M 2096k   13G|  15k   15k|   0   301k|   0  42.0 |  17k   30k|0.23 0.75 1.30|2.0   0  71|   0     0 |   0     0 | 58  614    1  173   10 
03-03 22:40:15|  2   1  97   0   0|7413M 2297M 2096k   13G|  15k   15k|   0   138k|   0  24.0 |2496  3092 |0.23 0.75 1.30|  0   0  10|   0     0 |   0     0 | 58  614    0  173   10 
03-03 22:40:16|  1   0  98   0   0|7413M 2297M 2096k   13G|  35k   35k|   0     0 |   0     0 |1716  2560 |0.23 0.75 1.30|  0   0 1.0|   0     0 |   0     0 | 58  616    0  175   10 
03-03 22:40:17|  2   1  98   0   0|7413M 2297M 2096k   13G|  37k   37k|   0    34k|   0  7.00 |2088  2864 |0.23 0.75 1.30|  0   0 4.0|   0     0 |   0     0 | 58  620    0  170    8 
03-03 22:40:18|  1   0  98   0   0|7414M 2297M 2096k   13G|  26k   27k|   0   106k|   0  7.00 |1892  2701 |0.23 0.75 1.30|  0   0 1.0|   0     0 |   0     0 | 58  614    0  176   10 
03-03 22:40:19|  2   2  95   0   0|7489M 2221M 2096k   13G|  11k   11k|   0    13k|   0  4.00 |  10k   20k|0.21 0.74 1.29|1.0   0  38|   0     0 |   0     0 | 58  614    0  178   10 
03-03 22:40:20|  4   4  91   0   0|7414M 2297M 2096k   13G|  29k   29k|   0   247k|   0  40.0 |5522  6727 |0.21 0.74 1.29|1.0   0  64|   0     0 |   0     0 | 58  616    0  185   10 
03-03 22:40:21|  1   0  98   0   0|7413M 2297M 2096k   13G|  33k   34k|   0   114k|   0  11.0 |1813  2672 |0.21 0.74 1.29|  0   0 3.0|   0     0 |   0     0 | 58  614    0  174   10 
03-03 22:40:22|  1   0  98   0   0|7413M 2297M 2096k   13G|  21k   21k|   0  1872k|   0   279 |2188  2702 |0.21 0.74 1.29|  0   0   0|   0     0 |   0     0 | 58  614    0  181   10 
03-03 22:40:23|  2   0  98   0   0|7413M 2297M 2096k   13G|  61k   61k|   0    25k|   0  4.00 |1975  2728 |0.21 0.74 1.29|  0   0 4.0|   0     0 |   0     0 | 58  618    0  183    8 
03-03 22:40:24|  1   0  98   0   0|7413M 2297M 2096k   13G|  18k   18k|   0   114k|   0  11.0 |1876  2696 |0.19 0.72 1.29|  0   0 1.0|   0     0 |   0     0 | 58  618    0  185    8 
03-03 22:40:25|  5   2  93   0   0|7414M 2297M 2096k   13G|  14k   15k|   0   128k|   0  19.0 |9121    16k|0.19 0.72 1.29|  0   0  53|   0     0 |   0     0 | 58  618    0  178    8 
03-03 22:40:26|  1   0  98   0   0|7414M 2297M 2096k   13G|  18k   18k|   0    20k|   0  4.00 |1720  2619 |0.19 0.72 1.29|  0   0   0|   0     0 |   0     0 | 58  618    0  181    8 
03-03 22:40:27|  1   0  99   0   0|7413M 2297M 2096k   13G|  19k   19k|   0    13k|   0  4.00 |1758  2630 |0.19 0.72 1.29|  0   0 3.0|   0     0 |   0     0 | 58  614    0  182   10 
03-03 22:40:28|  1   0  98   0   0|7413M 2297M 2096k   13G|  27k   27k|   0   113k|   0  11.0 |1841  2649 |0.19 0.72 1.29|  0   0   0|   0     0 |   0     0 | 58  614    0  183   10 
03-03 22:40:29|  3   2  95   0   0|7524M 2187M 2096k   13G|  20k   21k|   0    14k|   0  4.00 |  11k   25k|0.18 0.71 1.28|1.0   0  52|   0     0 |   0     0 | 58  614    0  176   10 
03-03 22:40:30| 13   3  83   0   0|7414M 2296M 2096k   13G|  46k   46k|   0  1728k|   0  91.0 |9541    13k|0.18 0.71 1.28|  0   0  75|   0     0 |   0     0 | 58  614    0  180   10 
03-03 22:40:31|  1   0  98   0   0|7414M 2296M 2096k   13G|  34k   34k|   0    14k|   0  4.00 |1787  2599 |0.18 0.71 1.28|  0   0 4.0|   0     0 |   0     0 | 58  614    0  180   10 
03-03 22:40:32|  1   0  98   0   0|7414M 2296M 2096k   13G|  20k   20k|   0  2198k|   0   167 |1949  2704 |0.18 0.71 1.28|  0   0 1.0|   0     0 |   0     0 | 58  614    0  183   10 
03-03 22:40:33|  2   0  98   0   0|7414M 2296M 2096k   13G|  59k   59k|   0    19k|   0  6.00 |2109  2925 |0.18 0.71 1.28|1.0   0 4.0|   0     0 |   0     0 | 58  610    0  179   12 
03-03 22:40:34|  1   0  98   0   0|7414M 2296M 2096k   13G|  16k   16k|   0   208k|   0  14.0 |1833  2708 |0.16 0.70 1.27|  0   0   0|   0     0 |   0     0 | 58  610    0  182   12 
03-03 22:40:35|  1   0  98   0   0|7414M 2296M 2096k   13G|  13k   14k|   0    13k|   0  4.00 |1675  2553 |0.16 0.70 1.27|  0   0 6.0|   0     0 |   0     0 | 58  610    0  185   12 
03-03 22:40:36| 10   8  82   0   0|7470M 2240M 2096k   13G|  18k   18k|   0   116k|   0  18.0 |  15k   30k|0.16 0.70 1.27|2.0   0 117|   0     0 |   0     0 | 58  610    0  187   12 
03-03 22:40:37|  2   1  97   0   0|7415M 2297M 2096k   13G|  41k   41k|   0   143k|   0  25.0 |2941  3508 |0.16 0.70 1.27|  0   0  19|   0     0 |   0     0 | 58  610    0  179   12 
03-03 22:40:38|  2   0  98   0   0|7415M 2297M 2096k   13G|  44k   45k|   0    18k|   0  3.00 |1953  2590 |0.16 0.70 1.27|  0   0 1.0|   0     0 |   0     0 | 58  614    0  186   10 
03-03 22:40:39|  3   2  95   0   0|7513M 2199M 2096k   13G|  12k   12k|   0   207k|   0  14.0 |  12k   24k|0.15 0.69 1.27|  0   0  36|   0     0 |   0     0 | 58  614    0  188   10 
03-03 22:40:40| 11   3  85   0   0|7418M 2293M 2096k   13G|  30k   30k|   0   388k|   0  63.0 |8076    11k|0.15 0.69 1.27|  0   0 104|   0     0 |   0     0 | 58  614    0  197   10 
03-03 22:40:41|  1   0  98   0   0|7418M 2293M 2096k   13G|  35k   35k|   0   114k|   0  11.0 |1802  2672 |0.15 0.69 1.27|1.0   0 4.0|   0     0 |   0     0 | 58  614    0  184   10 
03-03 22:40:42|  1   0  99   0   0|7417M 2294M 2096k   13G|  19k   20k|   0   111k|   0  11.0 |1734  2638 |0.15 0.69 1.27|  0   0 1.0|   0     0 |   0     0 | 58  614    0  190   10 
03-03 22:40:43|  2   0  98   0   0|7417M 2294M 2096k   13G|  41k   42k|   0    23k|   0  8.00 |1892  2709 |0.15 0.69 1.27|  0   0 4.0|   0     0 |   0     0 | 58  614    0  191   10 
03-03 22:40:44|  1   0  98   0   0|7417M 2294M 2096k   13G|  27k   27k|   0   112k|   0  11.0 |1793  2607 |0.14 0.68 1.26|  0   0 1.0|   0     0 |   0     0 | 58  614    0  193   10 
03-03 22:40:45|  8   3  88   0   0|7457M 2254M 2096k   13G|  14k   14k|   0   188k|   0  32.0 |  14k   24k|0.14 0.68 1.26|  0   0  97|   0     0 |   0     0 | 58  614    0  186   10 
03-03 22:40:46|  1   0  98   0   0|7457M 2254M 2096k   13G|  33k   33k|   0     0 |   0     0 |1822  2638 |0.14 0.68 1.26|  0   0 1.0|   0     0 |   0     0 | 58  614    0  187   10 
03-03 22:40:47|  2   1  98   0   0|7456M 2254M 2096k   13G|  35k   36k|   0    23k|   0  4.00 |2064  2831 |0.14 0.68 1.26|1.0   0 4.0|   0     0 |   0     0 | 58  618    0  188    8 
03-03 22:40:48|  2   0  98   0   0|7456M 2254M 2096k   13G|  25k   25k|   0   103k|   0  7.00 |2000  2717 |0.14 0.68 1.26|  0   0 1.0|   0     0 |   0     0 | 58  614    0  190   10 
03-03 22:40:49|  2   1  97   0   0|7489M 2222M 2096k   13G|  23k   23k|   0    13k|   0  4.00 |6133    12k|0.13 0.66 1.25|2.0   0  17|   0     0 |   0     0 | 58  614    0  170   10 
03-03 22:40:50|  3   1  96   0   0|7457M 2254M 2096k   13G|  27k   27k|   0   145k|   0  27.0 |3406  4455 |0.13 0.66 1.25|  0   0  25|   0     0 |   0     0 | 58  614    0  172   10 
03-03 22:40:51|  2   1  99   0   0|7456M 2254M 2096k   13G|  37k   37k|   0   111k|   0  11.0 |1727  2545 |0.13 0.66 1.25|1.0   0 4.0|   0     0 |   0     0 | 58  614    0  173   10 
03-03 22:40:52|  2   0  98   0   0|7456M 2254M 2096k   13G|  18k   18k|   0   115k|   0  11.0 |1939  2692 |0.13 0.66 1.25|2.0   0 1.0|   0     0 |   0     0 | 58  614    0  175   10 
03-03 22:40:53|  3   0  96   0   0|7457M 2254M 2096k   13G| 118k  118k|   0  1738k|   0   256 |2540  3146 |0.13 0.66 1.25|  0   0 4.0|   0     0 |   0     0 | 58  618    0  178    8 
03-03 22:40:54|  1   0  98   0   0|7457M 2254M 2096k   13G|  17k   18k|   0   115k|   0  11.0 |1796  2687 |0.12 0.65 1.25|  0   0 1.0|   0     0 |   0     0 | 58  618    0  167    8 
03-03 22:40:55| 15   4  80   0   0|7496M 2214M 2096k   13G|  16k   16k|   0   312k|   0  52.0 |  17k   30k|0.12 0.65 1.25|2.0   0 132|   0     0 |   0     0 | 58  618    0  170    8 
03-03 22:40:56|  2   1  98   0   0|7496M 2214M 2096k   13G|  47k   47k|   0     0 |   0     0 |1823  2508 |0.12 0.65 1.25|  0   0 1.0|   0     0 |   0     0 | 58  618    0  174    8 
03-03 22:40:57|  2   0  97   0   0|7495M 2215M 2096k   13G| 104k  104k|   0    24k|   0  4.00 |2172  2893 |0.12 0.65 1.25|  0   0 4.0|   0     0 |   0     0 | 58  618    0  176    8 
03-03 22:40:58|  1   0  98   0   0|7495M 2215M 2096k   13G|  26k   26k|   0   244k|   0  21.0 |1893  2619 |0.12 0.65 1.25|  0   0   0|   0     0 |   0     0 | 58  618    0  170    8 
03-03 22:40:59|  2   2  95   0   0|7623M 2087M 2096k   13G|  14k   14k|   0    16k|   0  4.00 |  14k   28k|0.11 0.64 1.24| 14   0  38|   0     0 |   0     0 | 58  619    0  170    8 
03-03 22:41:00| 17   8  74   0   0|7500M 2209M 2096k   13G|  47k   47k|   0   482k|   0  79.0 |  13k   20k|0.11 0.64 1.24|  0   0 267|   0     0 |   0     0 | 58  618    0  175    8 
03-03 22:41:01|  2   0  98   0   0|7499M 2210M 2096k   13G|  41k   41k|   0    25k|   0  4.00 |1962  2845 |0.11 0.64 1.24|1.0   0 4.0|   0     0 |   0     0 | 58  620    0  177    8 
03-03 22:41:02|  2   1  98   0   0|7499M 2211M 2096k   13G|  22k   22k|   0  3081k|   0   173 |2304  3497 |0.11 0.64 1.24|  0   0 1.0|   0     0 |   0     0 | 58  618    0  169    8 
03-03 22:41:03|  2   1  98   0   0|7498M 2212M 2096k   13G|  53k   53k|   0    24k|   0  7.00 |1947  2805 |0.11 0.64 1.24|  0   0 4.0|   0     0 |   0     0 | 58  614    0  170   10 
03-03 22:41:04|  1   0  98   0   0|7498M 2212M 2096k   13G|  18k   18k|   0   208k|   0  14.0 |2055  2839 |0.10 0.63 1.23|  0   0 1.0|   0     0 |   0     0 | 58  614    0  179   10 
03-03 22:41:05|  1   0  99   0   0|7496M 2214M 2096k   13G|  12k   12k|   0    15k|   0  4.00 |1565  2455 |0.10 0.63 1.23|  0   0 6.0|   0     0 |   0     0 | 58  614    0  179   10 
03-03 22:41:06| 13   5  82   0   0|7496M 2214M 2096k   13G|  20k   20k|   0   346k|   0  55.0 |  17k   33k|0.10 0.63 1.23|  0   0 124|   0     0 |   0     0 | 58  614    0  175   10 
03-03 22:41:07|  2   0  97   0   0|7495M 2215M 2096k   13G|  58k   58k|   0    59k|   0  16.0 |2421  3351 |0.10 0.63 1.23|1.0   0 5.0|   0     0 |   0     0 | 58  610    0  176   12 
03-03 22:41:08|  5   2  92   0   0|7459M 2252M 2096k   13G|  46k   46k|   0   191k|   0  30.0 |9457    15k|0.10 0.63 1.23|  0   0  51|   0     0 |   0     0 | 58  614    0  183   10 
03-03 22:41:09|  1   0  99   0   0|7458M 2252M 2096k   13G|  22k   22k|   0   498k|   0  19.0 |1655  2579 |0.09 0.62 1.22|  0   0 4.0|   0     0 |   0     0 | 58  614    0  184   10 
03-03 22:41:10|  6   2  92   0   0|7418M 2293M 2096k   13G|  30k   30k|   0   184k|   0  32.0 |9147    15k|0.09 0.62 1.22|  0   0  42|   0     0 |   0     0 | 58  614    0  171   10 
03-03 22:41:11|  1   0  98   0   0|7418M 2293M 2096k   13G|  34k   35k|   0   134k|   0  16.0 |1815  2670 |0.09 0.62 1.22|  0   0 3.0|   0     0 |   0     0 | 58  614    0  171   10 
03-03 22:41:12|  1   0  98   0   0|7417M 2293M 2096k   13G|  21k   21k|   0   176k|   0  12.0 |1697  2542 |0.09 0.62 1.22|  0   0 1.0|   0     0 |   0     0 | 58  614    0  178   10 
03-03 22:41:13|  1   0  98   0   0|7417M 2293M 2096k   13G|  41k   41k|   0    14k|   0  4.00 |1728  2485 |0.09 0.62 1.22|  0   0 4.0|   0     0 |   0     0 | 58  614    0  181   10 
03-03 22:41:14|  1   1  98   0   0|7417M 2293M 2096k   13G|  18k   18k|   0   113k|   0  11.0 |1811  2672 |0.08 0.61 1.22|  0   0 1.0|   0     0 |   0     0 | 58  614    0  174   10 
03-03 22:41:15| 14   7  77   0   0|7419M 2291M 2096k   13G|  12k   12k|   0   459k|   0  77.0 |  21k   37k|0.08 0.61 1.22|  0   0 191|   0     0 |   0     0 | 58  614    0  177   10 
03-03 22:41:16|  1   0  98   0   0|7419M 2291M 2096k   13G|  20k   20k|   0     0 |   0     0 |1707  2504 |0.08 0.61 1.22|  0   0   0|   0     0 |   0     0 | 58  614    0  179   10 
03-03 22:41:17|  1   0  98   0   0|7418M 2292M 2096k   13G|  36k   36k|   0    35k|   0  4.00 |1928  2765 |0.08 0.61 1.22|  0   0 4.0|   0     0 |   0     0 | 58  618    0  179    8 
03-03 22:41:18|  2   0  98   0   0|7418M 2292M 2096k   13G|  26k   26k|   0   113k|   0  11.0 |1950  2756 |0.08 0.61 1.22|  0   0 1.0|   0     0 |   0     0 | 58  614    0  169   10 
03-03 22:41:19|  1   1  98   0   0|7448M 2262M 2096k   13G|  13k   13k|   0    21k|   0  6.01 |4887  8973 |0.08 0.60 1.21|2.0   0  12|   0     0 |   0     0 | 58  614    0  171   10 
03-03 22:41:20|  4   1  93   0   0|7419M 2291M 2096k   13G|  27k   27k|   0   127k|   0  21.0 |6046  9550 |0.08 0.60 1.21|  0   0  29|   0     0 |   0     0 | 58  614    0  174   10 
03-03 22:41:21|  1   1  99   0   0|7418M 2291M 2096k   13G|  46k   46k|   0   113k|   0  11.0 |1707  2660 |0.08 0.60 1.21|1.0   0 4.0|   0     0 |   0     0 | 58  616    0  175   10 
03-03 22:41:22|  1   0  98   0   0|7418M 2292M 2096k   13G|  21k   21k|   0   113k|   0  11.0 |2017  2768 |0.08 0.60 1.21|2.0   0 1.0|   0     0 |   0     0 | 58  614    0  160   10 
03-03 22:41:23|  1   0  98   0   0|7418M 2292M 2096k   13G|  57k   57k|   0    15k|   0  4.00 |1982  2839 |0.08 0.60 1.21|  0   0 4.0|   0     0 |   0     0 | 58  618    0  161    8 
03-03 22:41:24|  2   0  98   0   0|7418M 2292M 2096k   13G|  18k   19k|   0  2098k|   0   273 |2272  2719 |0.07 0.59 1.20|1.0   0 1.0|   0     0 |   0     0 | 58  618    0  166    8 
03-03 22:41:25|  1   1  99   0   0|7419M 2291M 2096k   13G|  10k   10k|   0    13k|   0  4.00 |1589  2474 |0.07 0.59 1.20|  0   0 6.0|   0     0 |   0     0 | 58  618    0  167    8 
03-03 22:41:26|  1   0  98   0   0|7419M 2291M 2096k   13G|  20k   20k|   0     0 |   0     0 |1823  2574 |0.07 0.59 1.20|  0   0 1.0|   0     0 |   0     0 | 58  618    0  164    8 
03-03 22:41:27|  1   0  98   0   0|7419M 2291M 2096k   13G|  18k   18k|   0    17k|   0  4.00 |1660  2518 |0.07 0.59 1.20|  0   0 4.0|   0     0 |   0     0 | 58  614    0  165   10 
03-03 22:41:28|  6   5  88   0   0|7493M 2217M 2096k   13G|  27k   27k|   0   231k|   0  30.0 |  15k   28k|0.07 0.59 1.20|  0   0  94|   0     0 |   0     0 | 58  614    0  169   10 
03-03 22:41:29|  4   1  94   0   0|7477M 2232M 2096k   13G|  21k   21k|   0   294k|   0  33.0 |2525  2933 |0.06 0.58 1.20|1.0   0  10|   0     0 |   0     0 | 58  614    0  171   10 
03-03 22:41:30|  3   1  97   0   0|7456M 2254M 2096k   13G|  61k   61k|   0    27k|   0  6.00 |2195  2966 |0.06 0.58 1.20|2.0   0 2.0|   0     0 |   0     0 | 58  618    0  163   10 
03-03 22:41:31|  5   1  93   0   0|7456M 2253M 2096k   13G|  35k   36k|   0   149k|   0  24.0 |8805    15k|0.06 0.58 1.20|  0   0  40|   0     0 |   0     0 | 58  614    0  165   10 
03-03 22:41:32|  1   0  98   0   0|7456M 2253M 2096k   13G|  21k   21k|   0  3104k|   0   169 |1899  2625 |0.06 0.58 1.20|  0   0 1.0|   0     0 |   0     0 | 58  614    0  165   10 
03-03 22:41:33|  2   1  98   0   0|7456M 2254M 2096k   13G|  58k   58k|   0    19k|   0  6.00 |2044  2898 |0.06 0.58 1.20|  0   0 4.0|   0     0 |   0     0 | 58  610    0  168   12 
03-03 22:41:34|  1   0  98   0   0|7456M 2254M 2096k   13G|  17k   17k|   0   327k|   0  25.0 |1830  2710 |0.06 0.57 1.19|  0   0 1.0|   0     0 |   0     0 | 58  610    0  172   12 
03-03 22:41:35|  1   0  99   0   0|7456M 2255M 2096k   13G|  13k   13k|   0    12k|   0  4.00 |1693  2612 |0.06 0.57 1.19|  0   0 6.0|   0     0 |   0     0 | 58  610    0  167   12 
